102/09/02,14.90
102/09/03,15.10
102/09/04,15.40
102/09/05,15.45
102/09/06,15.35
102/09/09,15.15
102/09/10,15.10
102/09/11,15.30
102/09/12,15.40
102/09/13,15.30
102/09/14,15.30
102/09/16,15.45
102/09/17,15.50
102/09/18,15.60
102/09/23,15.75
102/09/24,15.65
102/09/25,15.60
102/09/26,15.30
102/09/27,15.45
102/09/30,15.15
102/10/01,15.20
102/10/02,15.10
102/10/03,15.70
102/10/04,15.80
102/10/07,15.85
102/10/08,15.95
102/10/09,15.95
102/10/11,16.10
102/10/14,15.85
102/10/15,16.10
102/10/16,15.95
102/10/17,16.15
102/10/18,16.05
102/10/21,16.10
102/10/22,16.05
102/10/23,15.70
102/10/24,16.00
102/10/25,15.70
102/10/28,15.85
102/10/29,16.00
102/10/30,15.95
102/10/31,16.00
102/11/01,15.60
102/11/04,15.55
102/11/05,15.50
102/11/06,15.50
102/11/07,15.75
102/11/08,15.65
102/11/11,15.45
102/11/12,15.60
102/11/13,15.50
102/11/14,15.40
102/11/15,15.50
102/11/18,15.55
102/11/19,15.55
102/11/20,15.40
102/11/21,15.05
102/11/22,15.45
102/11/25,15.65
102/11/26,15.60
102/11/27,15.80
102/11/28,16.00
102/11/29,16.05
102/12/02,16.10
102/12/03,16.20
102/12/04,16.25
102/12/05,16.05
102/12/06,16.00
102/12/09,16.35
102/12/10,16.30
102/12/11,16.40
102/12/12,16.05
102/12/13,16.20
102/12/16,16.05
102/12/17,16.10
102/12/18,16.65
102/12/19,16.80
102/12/20,16.75
102/12/23,16.85
102/12/24,16.80
102/12/25,16.90
102/12/26,17.10
102/12/27,17.15
102/12/30,18.00
102/12/31,17.80
103/01/02,17.70
103/01/03,17.30
103/01/06,17.35
103/01/07,17.10
103/01/08,17.25
103/01/09,17.30
103/01/10,17.30
103/01/13,17.35
103/01/14,17.15
103/01/15,17.40
103/01/16,17.55
103/01/17,17.60
103/01/20,17.20
103/01/21,17.40
103/01/22,17.45
103/01/23,17.15
103/01/24,17.10
103/01/27,16.85
103/02/05,16.10
103/02/06,16.00
103/02/07,16.20
103/02/10,16.45
103/02/11,16.65
103/02/12,16.75
103/02/13,16.45
103/02/14,16.65
103/02/17,16.55
103/02/18,16.75
103/02/19,16.80
103/02/20,16.65
103/02/21,16.80
103/02/24,16.35
103/02/25,16.20
103/02/26,16.10
103/02/27,15.90
103/03/03,15.50
103/03/04,15.30
103/03/05,15.50
103/03/06,15.50
103/03/07,15.45
103/03/10,15.40
103/03/11,15.30
103/03/12,15.25
103/03/13,15.30
103/03/14,15.15
103/03/17,15.00
103/03/18,15.65
103/03/19,15.40
103/03/20,15.10
103/03/21,15.20
103/03/24,15.25
103/03/25,15.15
103/03/26,15.30
103/03/27,15.30
103/03/28,15.30
103/03/31,15.35
103/04/01,15.45
103/04/02,15.40
103/04/03,15.45
103/04/07,15.45
103/04/08,15.45
103/04/09,15.50
103/04/10,15.70
103/04/11,15.70
103/04/14,15.50
103/04/15,15.50
103/04/16,15.40
103/04/17,15.45
103/04/18,15.45
103/04/21,15.35
103/04/22,15.30
103/04/23,15.40
103/04/24,15.35
103/04/25,15.05
103/04/28,15.00
103/04/29,15.15
103/04/30,15.05
103/05/02,15.10
103/05/05,15.05
103/05/06,15.20
103/05/07,15.20
103/05/08,15.30
103/05/09,15.15
103/05/12,15.10
103/05/13,15.20
103/05/14,15.25
103/05/15,15.25
103/05/16,15.30
103/05/19,15.25
103/05/20,15.10
103/05/21,15.00
103/05/22,15.10
103/05/23,15.25
103/05/26,15.35
103/05/27,15.40
103/05/28,15.55
103/05/29,15.65
103/05/30,15.65
103/06/03,15.70
103/06/04,15.65
103/06/05,15.65
103/06/06,15.85
103/06/09,16.10
103/06/10,16.25
103/06/11,16.30
103/06/12,16.25
103/06/13,16.25
103/06/16,16.40
103/06/17,16.25
103/06/18,16.20
103/06/19,16.40
103/06/20,16.50
103/06/23,16.50
103/06/24,16.75
103/06/25,16.70
103/06/26,16.00
103/06/27,15.85
103/06/30,16.15
103/07/01,15.95
103/07/02,16.10
103/07/03,16.15
103/07/04,16.00
103/07/07,16.05
103/07/08,16.00
103/07/09,16.30
103/07/10,16.60
103/07/11,16.45
103/07/14,16.70
103/07/15,16.70
103/07/16,16.50
103/07/17,16.40
103/07/18,16.40
103/07/21,16.60
103/07/22,16.60
103/07/24,16.85
103/07/25,16.65
103/07/28,16.60
103/07/29,16.55
103/07/30,16.70
103/07/31,16.80
103/08/01,16.45
103/08/04,16.45
103/08/05,15.85
103/08/06,15.90
103/08/07,16.05
103/08/08,16.00
103/08/11,16.15
103/08/12,16.10
103/08/13,16.35
103/08/14,16.30
103/08/15,16.25
103/08/18,16.10
103/08/19,16.35
103/08/20,15.95
103/08/21,15.85
103/08/22,16.25
103/08/25,16.35
103/08/26,16.15
103/08/27,16.30
103/08/28,16.25
103/08/29,16.10
103/09/01,16.20
103/09/02,16.10
103/09/03,16.20
103/09/04,16.25
103/09/05,16.20
103/09/09,16.25
103/09/10,16.00
103/09/11,16.05
103/09/12,16.10
103/09/15,15.95
103/09/16,15.75
103/09/17,15.75
103/09/18,15.75
103/09/19,15.65
103/09/22,15.50
103/09/23,15.55
103/09/24,15.50
103/09/25,15.10
103/09/26,14.95
103/09/29,14.95
103/09/30,15.00
103/10/01,14.80
103/10/02,14.70
103/10/03,15.00
103/10/06,14.90
103/10/07,15.00
103/10/08,15.10
103/10/09,15.20
103/10/13,14.65
103/10/14,14.90
103/10/15,14.55
103/10/16,14.65
103/10/17,14.45
103/10/20,14.85
103/10/21,14.90
103/10/22,14.95
103/10/23,14.95
103/10/24,14.80
103/10/27,14.65
103/10/28,14.90
103/10/29,15.15
103/10/30,15.10
103/10/31,15.30
103/11/03,15.30
103/11/04,15.20
103/11/05,15.20
103/11/06,15.00
103/11/07,15.10
103/11/10,15.30
103/11/11,15.20
103/11/12,15.10
103/11/13,15.15
103/11/14,15.20
103/11/17,14.90
103/11/18,14.80
103/11/19,15.00
103/11/20,15.15
103/11/21,14.95
103/11/24,15.00
103/11/25,14.85
103/11/26,14.95
103/11/27,15.05
103/11/28,15.20
103/12/01,14.90
103/12/02,14.75
103/12/03,15.55
103/12/04,15.50
103/12/05,15.45
103/12/08,15.40
103/12/09,15.20
103/12/10,15.15
103/12/11,15.20
103/12/12,15.40
103/12/15,15.25
103/12/16,15.15
103/12/17,14.90
103/12/18,14.90
103/12/19,15.00
103/12/22,15.20
103/12/23,15.20
103/12/24,15.30
103/12/25,15.20
103/12/26,15.40
103/12/27,15.45
103/12/29,15.40
103/12/30,15.45
103/12/31,15.40
104/01/05,15.30
104/01/06,14.80
104/01/07,14.90
104/01/08,15.25
104/01/09,15.30
104/01/12,15.25
104/01/13,15.40
104/01/14,15.40
104/01/15,15.35
104/01/16,15.10
104/01/19,15.15
104/01/20,15.30
104/01/21,15.35
104/01/22,15.45
104/01/23,15.60
104/01/26,15.55
104/01/27,15.55
104/01/28,15.55
104/01/29,15.30
104/01/30,15.20
104/02/02,15.15
104/02/03,15.20
104/02/04,15.60
104/02/05,15.55
104/02/06,15.50
104/02/09,15.55
104/02/10,15.45
104/02/11,15.50
104/02/12,15.50
104/02/13,15.60
104/02/24,15.75
104/02/25,15.80
104/02/26,15.90
104/03/02,15.95
104/03/03,15.90
104/03/04,15.95
104/03/05,15.70
104/03/06,15.95
104/03/09,15.80
104/03/10,15.65
104/03/11,15.50
104/03/12,15.65
104/03/13,15.55
104/03/16,15.50
104/03/17,15.50
104/03/18,15.75
104/03/19,15.75
104/03/20,15.85
104/03/23,15.60
104/03/24,15.55
104/03/25,15.55
104/03/26,15.65
104/03/27,15.55
104/03/30,15.60
104/03/31,15.75
104/04/01,15.55
104/04/02,15.55
104/04/07,15.70
104/04/08,15.55
104/04/09,15.60
104/04/10,15.70
104/04/13,15.80
104/04/14,15.75
104/04/15,15.80
104/04/16,15.85
104/04/17,15.90
104/04/20,15.80
104/04/21,15.75
104/04/22,16.15
104/04/23,17.20
104/04/24,17.60
104/04/27,18.05
104/04/28,17.90
104/04/29,17.70
104/04/30,17.85
104/05/04,17.85
104/05/05,17.90
104/05/06,17.80
104/05/07,17.05
104/05/08,17.45
104/05/11,17.45
104/05/12,17.25
104/05/13,17.30
104/05/14,17.05
104/05/15,17.35
104/05/18,17.35
104/05/19,17.60
104/05/20,17.70
104/05/21,17.30
104/05/22,17.35
104/05/25,17.30
104/05/26,17.70
104/05/27,18.15
104/05/28,17.85
104/05/29,18.00
104/06/01,17.70
104/06/02,17.60
104/06/03,17.65
104/06/04,17.00
104/06/05,17.15
104/06/08,17.05
104/06/09,16.60
104/06/10,17.00
104/06/11,16.95
104/06/12,16.95
104/06/15,16.75
104/06/16,16.85
104/06/17,16.80
104/06/18,16.85
104/06/22,16.90
104/06/23,17.00
104/06/24,16.80
104/06/25,17.10
104/06/26,17.15
104/06/29,16.45
104/06/30,16.70
104/07/01,16.80
104/07/02,17.10
104/07/03,16.85
104/07/06,16.45
104/07/07,16.80
104/07/08,15.85
104/07/09,15.25
104/07/13,15.60
104/07/14,15.95
104/07/15,15.90
104/07/16,15.45
104/07/17,15.50
104/07/20,15.50
104/07/21,15.40
104/07/22,15.45
104/07/23,15.35
104/07/24,15.40
104/07/27,14.75
104/07/28,14.75
104/07/29,14.90
104/07/30,15.10
104/07/31,15.00
104/08/03,14.80
104/08/04,14.95
104/08/05,14.90
104/08/06,14.70
104/08/07,14.55
104/08/10,14.45
104/08/11,14.40
104/08/12,13.90
104/08/13,13.55
104/08/14,14.35
