102/09/02,58.70
102/09/03,58.50
102/09/04,58.60
102/09/05,58.80
102/09/06,58.50
102/09/09,58.50
102/09/10,58.40
102/09/11,58.50
102/09/12,58.30
102/09/13,58.30
102/09/14,58.40
102/09/16,58.40
102/09/17,58.60
102/09/18,58.50
102/09/23,58.30
102/09/24,58.30
102/09/25,58.30
102/09/26,58.10
102/09/27,58.50
102/09/30,58.20
102/10/01,58.20
102/10/02,58.40
102/10/03,58.60
102/10/04,58.60
102/10/07,58.80
102/10/08,59.00
102/10/09,58.70
102/10/11,58.80
102/10/14,58.30
102/10/15,58.70
102/10/16,58.30
102/10/17,58.50
102/10/18,58.70
102/10/21,62.80
102/10/22,60.40
102/10/23,61.20
102/10/24,60.70
102/10/25,61.30
102/10/28,62.50
102/10/29,64.70
102/10/30,64.70
102/10/31,67.00
102/11/01,64.80
102/11/04,64.90
102/11/05,63.90
102/11/06,62.00
102/11/07,62.50
102/11/08,63.60
102/11/11,63.10
102/11/12,62.90
102/11/13,61.80
102/11/14,61.50
102/11/15,61.00
102/11/18,62.00
102/11/19,61.80
102/11/20,61.50
102/11/21,61.30
102/11/22,61.20
102/11/25,60.60
102/11/26,61.10
102/11/27,61.30
102/11/28,61.70
102/11/29,63.00
102/12/02,63.10
102/12/03,62.50
102/12/04,62.60
102/12/05,62.20
102/12/06,62.00
102/12/09,61.80
102/12/10,62.00
102/12/11,61.40
102/12/12,61.00
102/12/13,61.00
102/12/16,61.00
102/12/17,61.20
102/12/18,61.80
102/12/19,61.60
102/12/20,61.90
102/12/23,61.90
102/12/24,61.80
102/12/25,61.60
102/12/26,61.70
102/12/27,61.60
102/12/30,61.80
102/12/31,61.70
103/01/02,61.70
103/01/03,61.50
103/01/06,61.80
103/01/07,62.00
103/01/08,62.00
103/01/09,62.00
103/01/10,61.70
103/01/13,61.90
103/01/14,61.50
103/01/15,62.40
103/01/16,62.00
103/01/17,61.70
103/01/20,61.70
103/01/21,61.70
103/01/22,61.80
103/01/23,61.70
103/01/24,61.60
103/01/27,61.30
103/02/05,60.90
103/02/06,60.80
103/02/07,60.80
103/02/10,60.90
103/02/11,60.70
103/02/12,60.40
103/02/13,60.80
103/02/14,61.20
103/02/17,61.70
103/02/18,61.90
103/02/19,61.40
103/02/20,61.20
103/02/21,61.30
103/02/24,61.30
103/02/25,61.30
103/02/26,60.90
103/02/27,61.30
103/03/03,61.10
103/03/04,60.80
103/03/05,61.00
103/03/06,61.20
103/03/07,60.90
103/03/10,60.80
103/03/11,61.30
103/03/12,61.30
103/03/13,61.50
103/03/14,61.50
103/03/17,61.90
103/03/18,62.80
103/03/19,65.90
103/03/20,65.50
103/03/21,65.60
103/03/24,65.60
103/03/25,66.10
103/03/26,66.60
103/03/27,66.80
103/03/28,66.70
103/03/31,67.50
103/04/01,67.20
103/04/02,67.00
103/04/03,67.10
103/04/07,67.40
103/04/08,68.20
103/04/09,68.60
103/04/10,67.90
103/04/11,68.90
103/04/14,68.50
103/04/15,68.70
103/04/16,70.70
103/04/17,71.40
103/04/18,71.50
103/04/21,70.90
103/04/22,70.10
103/04/23,70.50
103/04/24,70.50
103/04/25,69.70
103/04/28,69.10
103/04/29,71.00
103/04/30,75.90
103/05/02,76.70
103/05/05,76.40
103/05/06,75.60
103/05/07,75.40
103/05/08,79.20
103/05/09,81.80
103/05/12,78.60
103/05/13,77.40
103/05/14,78.70
103/05/15,77.80
103/05/16,78.10
103/05/19,77.80
103/05/20,77.60
103/05/21,77.30
103/05/22,77.40
103/05/23,78.20
103/05/26,79.70
103/05/27,79.50
103/05/28,79.80
103/05/29,79.10
103/05/30,78.60
103/06/03,80.00
103/06/04,79.50
103/06/05,79.90
103/06/06,79.80
103/06/09,79.90
103/06/10,80.00
103/06/11,79.40
103/06/12,79.70
103/06/13,79.60
103/06/16,79.30
103/06/17,79.50
103/06/18,80.00
103/06/19,82.50
103/06/20,81.90
103/06/23,82.00
103/06/24,81.60
103/06/25,80.30
103/06/26,81.70
103/06/27,82.00
103/06/30,82.00
103/07/01,82.20
103/07/02,79.50
103/07/03,79.00
103/07/04,78.90
103/07/07,78.50
103/07/08,78.50
103/07/09,78.10
103/07/10,76.90
103/07/11,74.30
103/07/14,74.70
103/07/15,75.40
103/07/16,75.00
103/07/17,74.40
103/07/18,74.20
103/07/21,74.70
103/07/22,74.70
103/07/24,75.20
103/07/25,75.20
103/07/28,75.40
103/07/29,75.90
103/07/30,74.90
103/07/31,75.00
103/08/01,74.30
103/08/04,74.40
103/08/05,73.70
103/08/06,73.20
103/08/07,73.00
103/08/08,72.30
103/08/11,72.40
103/08/12,72.60
103/08/13,72.80
103/08/14,72.50
103/08/15,71.70
103/08/18,71.70
103/08/19,71.30
103/08/20,71.30
103/08/21,70.80
103/08/22,71.40
103/08/25,72.10
103/08/26,72.60
103/08/27,72.80
103/08/28,71.90
103/08/29,71.80
103/09/01,71.20
103/09/02,71.40
103/09/03,71.40
103/09/04,71.50
103/09/05,74.70
103/09/09,74.00
103/09/10,73.20
103/09/11,72.80
103/09/12,73.10
103/09/15,72.70
103/09/16,72.40
103/09/17,72.00
103/09/18,71.50
103/09/19,71.80
103/09/22,71.80
103/09/23,71.50
103/09/24,71.40
103/09/25,71.20
103/09/26,71.20
103/09/29,71.00
103/09/30,71.40
103/10/01,71.00
103/10/02,71.10
103/10/03,71.40
103/10/06,72.80
103/10/07,73.00
103/10/08,72.80
103/10/09,73.30
103/10/13,70.70
103/10/14,70.70
103/10/15,69.10
103/10/16,69.70
103/10/17,70.10
103/10/20,70.90
103/10/21,71.20
103/10/22,71.20
103/10/23,71.00
103/10/24,70.00
103/10/27,68.80
103/10/28,69.90
103/10/29,71.50
103/10/30,71.80
103/10/31,71.80
103/11/03,72.10
103/11/04,71.50
103/11/05,71.20
103/11/06,70.90
103/11/07,72.00
103/11/10,72.00
103/11/11,72.50
103/11/12,71.90
103/11/13,71.70
103/11/14,72.30
103/11/17,72.30
103/11/18,72.30
103/11/19,71.90
103/11/20,71.60
103/11/21,71.70
103/11/24,71.70
103/11/25,71.60
103/11/26,72.20
103/11/27,71.90
103/11/28,71.80
103/12/01,72.00
103/12/02,72.50
103/12/03,71.90
103/12/04,71.80
103/12/05,71.40
103/12/08,71.50
103/12/09,71.60
103/12/10,71.10
103/12/11,71.00
103/12/12,70.90
103/12/15,71.00
103/12/16,70.80
103/12/17,69.70
103/12/18,70.10
103/12/19,70.00
103/12/22,70.00
103/12/23,70.40
103/12/24,70.20
103/12/25,70.00
103/12/26,70.80
103/12/27,70.50
103/12/29,70.50
103/12/30,70.50
103/12/31,70.10
104/01/05,70.10
104/01/06,69.90
104/01/07,70.00
104/01/08,70.00
104/01/09,70.20
104/01/12,71.20
104/01/13,70.70
104/01/14,70.50
104/01/15,70.90
104/01/16,71.20
104/01/19,70.90
104/01/20,67.80
104/01/21,70.30
104/01/22,70.50
104/01/23,70.50
104/01/26,70.60
104/01/27,70.60
104/01/28,70.50
104/01/29,70.80
104/01/30,70.70
104/02/02,70.90
104/02/03,71.30
104/02/04,71.40
104/02/05,71.20
104/02/06,71.50
104/02/09,71.10
104/02/10,70.80
104/02/11,71.30
104/02/12,71.40
104/02/13,71.60
104/02/24,72.00
104/02/25,71.90
104/02/26,71.90
104/03/02,72.00
104/03/03,72.80
104/03/04,74.70
104/03/05,74.00
104/03/06,74.60
104/03/09,75.00
104/03/10,75.30
104/03/11,74.00
104/03/12,74.90
104/03/13,74.80
104/03/16,75.00
104/03/17,74.90
104/03/18,74.40
104/03/19,75.30
104/03/20,80.20
104/03/23,80.40
104/03/24,80.00
104/03/25,79.60
104/03/26,80.00
104/03/27,80.00
104/03/30,79.90
104/03/31,80.00
104/04/01,80.00
104/04/02,80.00
104/04/07,79.70
104/04/08,79.50
104/04/09,79.50
104/04/10,79.50
104/04/13,79.00
104/04/14,78.10
104/04/15,78.90
104/04/16,78.30
104/04/17,78.60
104/04/20,77.30
104/04/21,77.20
104/04/22,77.20
104/04/23,77.30
104/04/24,77.50
104/04/27,77.50
104/04/28,78.00
104/04/29,78.70
104/04/30,79.10
104/05/04,78.30
104/05/05,78.80
104/05/06,78.50
104/05/07,78.30
104/05/08,79.60
104/05/11,79.20
104/05/12,78.80
104/05/13,78.60
104/05/14,78.10
104/05/15,78.50
104/05/18,78.50
104/05/19,78.20
104/05/20,78.40
104/05/21,78.50
104/05/22,78.00
104/05/25,78.20
104/05/26,78.20
104/05/27,78.00
104/05/28,78.00
104/05/29,78.40
104/06/01,78.10
104/06/02,78.10
104/06/03,77.90
104/06/04,77.10
104/06/05,77.00
104/06/08,77.30
104/06/09,77.00
104/06/10,77.00
104/06/11,75.80
104/06/12,75.10
104/06/15,75.60
104/06/16,74.40
104/06/17,73.90
104/06/18,73.10
104/06/22,73.40
104/06/23,74.40
104/06/24,74.50
104/06/25,74.90
104/06/26,75.00
104/06/29,74.20
104/06/30,75.00
104/07/01,75.80
104/07/02,76.40
104/07/03,76.70
104/07/06,76.30
104/07/07,76.50
104/07/08,76.00
104/07/09,75.30
104/07/13,75.30
104/07/14,76.00
104/07/15,70.70
104/07/16,71.20
104/07/17,71.10
104/07/20,71.10
104/07/21,71.60
104/07/22,71.10
104/07/23,71.50
104/07/24,71.30
104/07/27,70.70
104/07/28,71.10
104/07/29,71.60
104/07/30,71.90
104/07/31,71.60
104/08/03,70.70
104/08/04,71.20
104/08/05,71.80
104/08/06,71.40
104/08/07,71.40
104/08/10,71.60
104/08/11,71.50
104/08/12,71.30
104/08/13,71.50
104/08/14,71.70
104/08/17,71.30
104/08/18,71.10
104/08/19,70.60
104/08/20,71.00
104/08/21,70.70
104/08/24,67.50
104/08/25,67.80
104/08/26,69.00
104/08/27,68.60
104/08/28,69.40
104/08/31,68.80
104/09/01,68.90
104/09/02,69.80
104/09/03,71.40
104/09/04,70.90
104/09/07,71.10
104/09/08,71.10
104/09/09,71.40
104/09/10,71.50
104/09/11,71.50
104/09/14,71.50
104/09/15,71.50
104/09/16,71.40
104/09/17,71.30
104/09/18,71.50
104/09/21,71.20
104/09/22,71.40
104/09/23,71.50
104/09/24,71.50
104/09/25,71.50
104/09/30,71.60
104/10/01,71.70
104/10/02,72.00
104/10/05,71.80
104/10/06,72.10
104/10/07,72.50
104/10/08,72.80
104/10/12,72.30
104/10/13,72.50
104/10/14,72.90
104/10/15,73.30
104/10/16,74.90
104/10/19,73.70
104/10/20,74.70
104/10/21,74.30
104/10/22,73.50
104/10/23,73.50
104/10/26,72.90
104/10/27,73.50
104/10/28,73.00
104/10/29,73.10
104/10/30,74.60
104/11/02,74.90
104/11/03,75.10
104/11/04,75.00
104/11/05,74.90
104/11/06,74.90
104/11/09,74.30
104/11/10,74.10
104/11/11,74.40
104/11/12,74.40
104/11/13,74.40
104/11/16,74.50
104/11/17,74.90
104/11/18,74.70
104/11/19,74.80
104/11/20,74.60
104/11/23,74.70
104/11/24,75.00
104/11/25,74.90
