102/09/02,66.50
102/09/03,67.00
102/09/04,71.00
102/09/05,70.60
102/09/06,67.90
102/09/09,67.10
102/09/10,66.40
102/09/11,65.60
102/09/12,66.00
102/09/13,65.60
102/09/14,65.00
102/09/16,65.20
102/09/17,65.80
102/09/18,64.50
102/09/23,62.80
102/09/24,62.30
102/09/25,61.60
102/09/26,62.40
102/09/27,61.90
102/09/30,60.90
102/10/01,61.00
102/10/02,60.00
102/10/03,59.00
102/10/04,61.20
102/10/07,61.90
102/10/08,60.80
102/10/09,60.00
102/10/11,57.30
102/10/14,55.50
102/10/15,56.10
102/10/16,60.00
102/10/17,59.60
102/10/18,59.10
102/10/21,61.50
102/10/22,61.90
102/10/23,60.90
102/10/24,60.40
102/10/25,60.10
102/10/28,59.50
102/10/29,59.60
102/10/30,59.50
102/10/31,59.40
102/11/01,61.50
102/11/04,61.40
102/11/05,60.00
102/11/06,57.50
102/11/07,57.10
102/11/08,57.60
102/11/11,58.40
102/11/12,56.00
102/11/13,53.70
102/11/14,56.10
102/11/15,55.90
102/11/18,55.00
102/11/19,55.10
102/11/20,54.80
102/11/21,55.90
102/11/22,55.30
102/11/25,56.90
102/11/26,56.50
102/11/27,56.20
102/11/28,60.10
102/11/29,61.90
102/12/02,62.30
102/12/03,62.00
102/12/04,62.60
102/12/05,60.70
102/12/06,62.30
102/12/09,61.40
102/12/10,60.50
102/12/11,56.30
102/12/12,52.40
102/12/13,48.75
102/12/16,46.00
102/12/17,45.20
102/12/18,46.00
102/12/19,46.10
102/12/20,46.40
102/12/23,45.25
102/12/24,45.35
102/12/25,45.25
102/12/26,46.45
102/12/27,47.00
102/12/30,46.75
102/12/31,46.85
103/01/02,46.50
103/01/03,46.15
103/01/06,42.95
103/01/07,43.50
103/01/08,44.15
103/01/09,45.60
103/01/10,45.80
103/01/13,44.65
103/01/14,45.10
103/01/15,46.05
103/01/16,49.00
103/01/17,48.65
103/01/20,50.60
103/01/21,49.70
103/01/22,48.80
103/01/23,47.90
103/01/24,48.00
103/01/27,47.25
103/02/05,46.20
103/02/06,47.50
103/02/07,50.80
103/02/10,49.55
103/02/11,50.00
103/02/12,50.50
103/02/13,50.50
103/02/14,49.90
103/02/17,53.00
103/02/18,52.60
103/02/19,51.50
103/02/20,51.50
103/02/21,53.00
103/02/24,52.40
103/02/25,52.10
103/02/26,51.80
103/02/27,51.80
103/03/03,52.20
103/03/04,51.40
103/03/05,51.60
103/03/06,52.10
103/03/07,51.30
103/03/10,51.40
103/03/11,52.30
103/03/12,52.20
103/03/13,52.70
103/03/14,52.90
103/03/17,53.80
103/03/18,54.00
103/03/19,52.70
103/03/20,51.30
103/03/21,52.30
103/03/24,52.40
103/03/25,53.20
103/03/26,52.70
103/03/27,53.30
103/03/28,53.40
103/03/31,53.80
103/04/01,54.00
103/04/02,54.30
103/04/03,55.70
103/04/07,57.00
103/04/08,55.80
103/04/09,56.50
103/04/10,55.00
103/04/11,55.70
103/04/14,54.10
103/04/15,54.60
103/04/16,55.00
103/04/17,55.50
103/04/18,54.80
103/04/21,54.90
103/04/22,56.10
103/04/23,55.70
103/04/24,54.50
103/04/25,51.50
103/04/28,51.10
103/04/29,52.40
103/04/30,51.60
103/05/02,52.50
103/05/05,53.30
103/05/06,53.10
103/05/07,53.60
103/05/08,53.00
103/05/09,51.60
103/05/12,51.60
103/05/13,50.40
103/05/14,51.00
103/05/15,50.70
103/05/16,51.30
103/05/19,51.40
103/05/20,51.30
103/05/21,50.70
103/05/22,51.90
103/05/23,52.90
103/05/26,53.40
103/05/27,53.40
103/05/28,53.80
103/05/29,53.70
103/05/30,53.50
103/06/03,52.80
103/06/04,54.40
103/06/05,55.20
103/06/06,54.90
103/06/09,54.70
103/06/10,54.10
103/06/11,54.50
103/06/12,53.70
103/06/13,53.50
103/06/16,52.80
103/06/17,52.00
103/06/18,51.50
103/06/19,52.10
103/06/20,52.00
103/06/23,50.40
103/06/24,50.50
103/06/25,50.50
103/06/26,51.00
103/06/27,52.00
103/06/30,52.50
103/07/01,53.30
103/07/02,52.30
103/07/03,52.50
103/07/04,52.10
103/07/07,51.40
103/07/08,51.90
103/07/09,51.40
103/07/10,51.50
103/07/11,51.00
103/07/14,51.90
103/07/15,52.30
103/07/16,51.50
103/07/17,51.20
103/07/18,51.20
103/07/21,51.90
103/07/22,51.50
103/07/24,49.85
103/07/25,49.15
103/07/28,48.60
103/07/29,48.30
103/07/30,48.50
103/07/31,48.95
103/08/01,50.10
103/08/04,50.20
