102/09/02,87.40
102/09/03,86.40
102/09/04,85.40
102/09/05,86.70
102/09/06,86.40
102/09/09,86.40
102/09/10,86.00
102/09/11,86.10
102/09/12,85.50
102/09/13,85.10
102/09/14,84.90
102/09/16,86.20
102/09/17,85.30
102/09/18,85.20
102/09/23,85.20
102/09/24,88.30
102/09/25,88.00
102/09/26,86.70
102/09/27,87.60
102/09/30,88.50
102/10/01,89.60
102/10/02,91.90
102/10/03,93.30
102/10/04,93.20
102/10/07,93.10
102/10/08,94.30
102/10/09,90.90
102/10/11,91.20
102/10/14,90.30
102/10/15,92.00
102/10/16,91.30
102/10/17,91.30
102/10/18,92.00
102/10/21,92.70
102/10/22,93.20
102/10/23,94.00
102/10/24,94.60
102/10/25,95.00
102/10/28,98.80
102/10/29,100.50
102/10/30,107.00
102/10/31,106.00
102/11/01,106.00
102/11/04,104.00
102/11/05,111.00
102/11/06,118.00
102/11/07,113.50
102/11/08,113.00
102/11/11,120.50
102/11/12,127.50
102/11/13,125.00
102/11/14,118.50
102/11/15,116.00
102/11/18,122.50
102/11/19,119.50
102/11/20,117.00
102/11/21,116.00
102/11/22,119.00
102/11/25,121.00
102/11/26,129.00
102/11/27,128.00
102/11/28,130.50
102/11/29,139.50
102/12/02,140.00
102/12/03,136.00
102/12/04,134.00
102/12/05,132.00
102/12/06,133.00
102/12/09,136.50
102/12/10,135.50
102/12/11,134.50
102/12/12,134.00
102/12/13,134.00
102/12/16,132.50
102/12/17,137.50
102/12/18,138.00
102/12/19,141.00
102/12/20,144.00
102/12/23,142.50
102/12/24,139.50
102/12/25,138.50
102/12/26,138.00
102/12/27,138.50
102/12/30,136.50
102/12/31,137.50
103/01/02,140.50
103/01/03,139.00
103/01/06,129.50
103/01/07,123.00
103/01/08,127.00
103/01/09,130.50
103/01/10,128.00
103/01/13,121.00
103/01/14,113.50
103/01/15,121.00
103/01/16,126.50
103/01/17,125.50
103/01/20,128.00
103/01/21,125.00
103/01/22,122.50
103/01/23,126.00
103/01/24,123.00
103/01/27,120.50
103/02/05,121.00
103/02/06,124.00
103/02/07,132.50
103/02/10,137.00
103/02/11,138.00
103/02/12,138.50
103/02/13,137.50
103/02/14,130.50
103/02/17,128.50
103/02/18,133.50
103/02/19,136.00
103/02/20,130.00
103/02/21,128.00
103/02/24,126.00
103/02/25,125.50
103/02/26,128.00
103/02/27,133.00
103/03/03,134.50
103/03/04,131.50
103/03/05,134.00
103/03/06,133.50
103/03/07,132.50
103/03/10,134.50
103/03/11,143.50
103/03/12,141.00
103/03/13,149.50
103/03/14,150.00
103/03/17,153.50
103/03/18,164.00
103/03/19,153.00
103/03/20,150.00
103/03/21,147.00
103/03/24,147.00
103/03/25,150.00
103/03/26,154.00
103/03/27,152.00
103/03/28,146.00
103/03/31,146.00
103/04/01,147.00
103/04/02,149.50
103/04/03,152.50
103/04/07,144.00
